"UNITID","CIPCODE","EFNRALM","EFNRALW","EFBKAAM","EFBKAAW","EFAIANM","EFAIANW","DVEFAIM","DVEFAIW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW"
186876,27,0,0,0,6,0,0,1,3,3,1,50,68,0,0
186876,40,2,2,2,2,0,0,3,3,3,3,56,36,0,0
186876,52,5,12,31,61,1,1,20,19,24,28,381,340,0,0
187046,52,42,43,101,169,5,7,17,14,42,43,657,663,126,165
187134,13,0,2,18,38,0,1,4,29,12,55,340,969,36,67
187134,14,2,0,14,1,0,0,4,4,7,5,151,25,6,8
187134,26,1,0,4,28,0,0,34,32,7,13,112,165,20,38
187134,27,0,0,1,0,0,0,1,1,0,2,25,19,6,5
187134,40,0,0,2,3,0,0,3,1,1,2,48,38,9,7
187134,52,0,1,27,26,0,0,30,36,38,40,442,334,31,22
187222,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0
187444,13,1,1,23,28,1,0,2,6,27,40,207,377,10,5
187444,26,1,5,10,39,0,0,10,15,24,36,55,91,5,10
187444,27,1,1,3,5,0,0,0,2,5,15,45,68,3,4
187444,40,3,2,2,2,1,0,0,1,0,1,6,9,0,1
187444,52,16,17,92,128,2,2,39,35,84,129,465,357,22,29
187648,13,NA,NA,23,7,2,NA,NA,NA,56,144,76,278,4,6
187648,26,2,NA,NA,12,NA,4,NA,NA,22,49,44,90,NA,NA
187648,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
187648,40,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,NA,NA
187648,52,5,NA,14,11,NA,7,NA,NA,64,59,141,115,NA,NA
187897,13,NA,NA,NA,NA,NA,29,NA,NA,62,189,36,64,9,13
187897,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
187897,26,NA,NA,NA,NA,NA,NA,NA,NA,11,26,3,3,NA,NA
187897,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
187897,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
187897,52,NA,NA,NA,2,6,21,NA,2,59,101,36,39,4,6
187967,14,6,1,3,1,14,12,11,3,77,21,258,58,8,1
187967,26,1,0,0,2,0,5,1,2,7,17,21,31,0,0
187967,27,0,1,0,0,0,1,0,0,3,1,13,6,0,0
187967,40,1,1,1,1,2,5,3,1,21,13,104,55,0,1
187967,52,0,1,0,0,0,0,0,0,0,7,7,14,1,0
187985,13,0,1,8,18,14,104,4,7,100,357,158,490,6,21
187985,14,10,0,16,8,46,31,73,23,310,122,479,97,24,10
187985,26,3,3,11,23,35,88,30,44,191,362,250,469,6,21
187985,27,0,1,0,0,4,1,2,3,19,13,47,27,0,2
187985,40,0,0,3,0,6,11,5,3,43,26,114,81,5,8
187985,52,10,11,29,21,35,65,38,48,314,313,483,380,12,15
188030,13,1,5,11,19,8,24,4,16,212,609,75,318,87,261
188030,14,29,4,23,5,35,19,18,6,423,133,237,59,202,47
188030,26,1,2,3,15,7,17,5,5,73,149,26,66,45,63
188030,27,2,1,0,0,0,0,2,0,4,4,3,9,9,6
188030,40,0,0,0,1,1,4,1,3,24,14,20,12,14,11
188030,52,21,14,37,28,23,14,15,20,371,434,289,183,296,169
188146,13,0,0,2,1,0,0,0,1,1,34,5,34,3,4
188146,26,0,0,0,0,0,0,0,0,0,0,2,1,0,0
188146,52,0,0,2,4,2,4,0,1,17,66,30,53,14,25
188182,13,0,1,1,5,0,0,0,1,24,56,55,127,0,0
188182,26,0,0,0,0,0,0,0,0,1,2,2,3,0,0
188182,27,0,0,0,0,0,0,0,0,0,0,1,2,0,0
188182,52,2,1,1,2,0,0,0,2,13,13,36,58,0,0
188304,13,0,0,2,1,2,2,0,2,50,106,32,102,4,16
188304,26,0,0,1,0,0,1,0,0,5,15,12,27,3,1
188304,27,0,0,0,0,0,0,0,1,1,0,4,1,0,0
188304,40,0,0,0,0,0,0,0,0,2,4,4,5,0,2
188304,52,0,0,4,1,0,3,0,0,32,81,33,39,8,9
188429,13,2,1,4,8,0,0,0,1,3,6,93,88,24,24
188429,26,2,8,2,18,0,0,8,10,3,16,29,51,8,18
188429,27,0,0,0,5,0,0,0,3,2,5,13,44,3,6
188429,40,4,2,3,3,0,0,1,0,3,2,9,2,3,2
188429,52,33,8,22,59,0,0,11,11,16,41,147,152,56,153
188465,52,16,20,37,20,0,0,14,30,30,4,36,39,9,9
188641,13,0,0,0,1,0,0,0,0,0,1,18,61,2,4
188641,14,1,1,6,1,0,0,0,2,5,1,107,9,7,1
188641,26,0,0,1,6,0,0,0,1,1,0,15,28,1,2
188641,27,0,0,0,0,0,0,1,0,0,0,12,6,0,1
188641,40,0,0,0,1,1,0,0,0,0,0,18,16,1,1
188641,52,9,5,10,6,3,0,1,1,7,10,115,82,8,3
189088,26,8,7,NA,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA
189088,27,NA,5,NA,1,NA,NA,NA,NA,NA,1,9,6,NA,NA
189088,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189097,26,NA,3,NA,6,NA,0,NA,19,NA,4,NA,51,NA,0
189097,27,NA,0,NA,1,NA,0,NA,6,NA,0,NA,12,NA,0
189097,40,NA,1,NA,0,NA,0,NA,7,NA,3,NA,22,NA,0
189228,52,99,106,111,329,NA,NA,35,56,135,370,67,148,23,54
189246,52,NA,17,51,96,NA,NA,NA,7,41,80,60,101,NA,24
189413,13,NA,NA,3,7,NA,NA,NA,NA,9,68,NA,23,NA,NA
189413,52,NA,NA,1,5,NA,NA,NA,1,NA,48,11,2,NA,NA
189705,13,0,0,19,8,0,3,1,4,0,4,188,228,1,104
189705,26,0,0,5,5,0,0,1,4,3,3,73,113,11,10
189705,27,0,0,0,1,0,0,1,0,1,0,10,10,0,1
189705,40,0,0,0,2,0,0,0,0,0,0,29,20,6,5
189705,52,0,0,13,25,0,1,4,5,9,9,342,122,24,29
189848,13,0,0,1,0,0,1,0,0,0,2,7,60,0,4
189848,52,2,0,8,5,1,0,1,0,4,2,67,145,6,8
190044,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064,NA,NA,NA
190044,26,NA,1,NA,2,NA,NA,1,3,1,NA,52,89,NA,NA
190044,27,8,2,2,1,1,NA,4,4,NA,NA,122,8,NA,NA
190044,40,NA,NA,NA,NA,1,NA,NA,1,NA,1,51,24,NA,NA
190044,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,117,NA,NA
190099,13,1,1,3,3,0,0,0,1,0,1,7,13,0,0
190099,26,1,6,0,1,0,0,1,4,0,3,38,66,1,0
190099,27,8,2,1,0,0,0,1,1,0,0,24,7,1,0
190099,40,1,0,0,0,0,0,1,2,2,0,35,13,0,0
190114,52,0,0,57,193,1,4,9,19,22,83,4,19,18,69
190150,14,113,28,21,16,0,0,187,59,30,14,195,81,75,24
190150,26,7,13,4,9,0,0,12,24,6,9,29,41,12,16
190150,27,7,4,0,0,0,0,5,4,2,2,27,6,7,3
190150,40,5,4,1,3,0,0,1,1,2,4,27,18,6,4
190248,13,1,NA,NA,6,NA,NA,NA,1,3,5,18,65,1,10
190248,26,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,NA,NA,NA
190248,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
190248,52,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA
190372,14,26,8,7,2,2,0,125,38,18,7,191,55,0,0
190415,14,210,110,30,17,5,1,498,206,77,24,969,293,49,16
190415,26,15,23,7,12,0,3,52,86,10,22,101,147,5,9
190415,27,7,3,0,0,0,0,12,2,0,0,44,6,5,0
190415,40,5,4,0,2,0,0,12,8,3,0,41,29,5,1
190415,52,32,52,12,19,3,0,42,64,16,24,255,234,15,11
190424,26,0,1,1,7,0,0,1,1,1,1,25,44,3,7
190433,13,0,0,0,1,1,0,0,3,0,0,2,10,0,1
190433,14,6,4,3,1,0,0,10,12,0,1,75,50,5,5
190433,26,14,18,17,43,1,3,73,95,20,32,259,354,24,25
190433,40,2,1,0,0,0,0,0,3,0,4,50,33,1,3
190433,52,6,9,22,28,3,2,36,35,27,31,310,217,24,17
190512,27,0,2,0,3,0,0,3,3,1,2,4,6,NA,NA
190512,52,186,294,299,590,4,5,448,663,331,510,617,681,NA,NA
190549,13,5,13,57,244,0,0,4,39,22,113,66,244,NA,NA
190549,26,1,3,13,33,0,0,8,12,3,6,17,28,NA,NA
190549,27,2,0,12,5,0,0,3,2,2,0,7,10,NA,NA
190549,40,1,1,7,9,0,0,4,5,0,1,9,13,NA,NA
190549,52,41,79,201,404,1,0,111,157,67,142,449,411,NA,NA
190558,14,18,3,15,1,0,0,20,5,7,2,67,7,NA,NA
190558,26,5,2,11,11,0,0,10,16,4,7,44,42,NA,NA
190558,27,1,1,2,1,0,0,1,1,1,1,8,14,NA,NA
190558,40,0,0,1,2,0,0,0,1,0,0,5,5,NA,NA
190558,52,33,40,63,89,1,0,127,122,85,114,719,600,NA,NA
190567,13,0,1,6,59,0,2,1,7,3,43,1,10,NA,NA
190567,14,17,9,68,20,0,0,37,10,36,17,24,4,NA,NA
190567,26,3,4,47,96,0,0,66,91,22,46,39,32,NA,NA
190567,27,2,0,5,4,0,0,5,3,8,4,5,3,NA,NA
190567,40,4,4,13,17,0,0,2,5,5,8,8,2,NA,NA
190567,52,1,0,14,13,0,0,3,1,19,24,2,2,NA,NA
190594,13,1,2,3,7,0,0,2,3,11,11,14,10,NA,NA
190594,26,7,15,13,34,2,0,15,21,12,31,23,43,NA,NA
190594,27,1,4,6,7,0,0,12,14,6,4,9,15,NA,NA
190594,40,5,4,7,13,0,0,8,20,13,8,26,24,NA,NA
190594,52,6,19,30,46,0,0,22,57,17,64,18,52,NA,NA
190600,40,4,10,25,131,1,1,12,26,45,174,88,189,NA,NA
190637,13,1,0,7,48,0,0,1,1,16,35,9,13,NA,NA
190637,26,2,4,10,35,0,0,1,6,11,19,9,7,NA,NA
190637,27,0,3,9,6,0,0,0,2,4,7,2,4,NA,NA
190637,40,1,1,10,5,0,0,1,1,4,5,0,0,NA,NA
190637,52,3,7,55,83,0,0,11,18,58,104,11,15,NA,NA
190646,13,0,13,63,525,0,0,0,4,6,32,1,7,NA,NA
190646,26,5,11,40,123,0,0,2,1,0,1,0,0,NA,NA
190646,27,0,0,7,3,0,0,1,0,0,0,0,0,NA,NA
190646,52,32,74,263,632,1,1,9,2,17,27,7,5,NA,NA
190655,13,0,0,23,21,0,0,4,2,26,10,12,8,NA,NA
190655,52,26,73,331,763,6,1,95,213,193,463,121,169,NA,NA
190664,13,5,6,11,30,0,0,5,30,14,52,65,167,NA,NA
190664,26,1,3,8,14,0,0,14,22,13,17,32,45,NA,NA
190664,27,3,6,5,8,0,1,27,19,10,9,22,41,NA,NA
190664,40,6,6,3,6,0,0,9,15,10,6,31,28,NA,NA
190664,52,21,36,35,66,1,0,92,237,45,81,169,214,NA,NA
190691,13,1,3,54,153,0,0,1,8,8,29,10,18,NA,NA
190691,26,8,10,29,70,0,0,8,16,17,17,7,6,NA,NA
190691,27,46,30,164,127,4,2,96,45,39,42,12,11,NA,NA
190691,40,5,2,17,12,0,0,3,6,5,4,1,1,NA,NA
190691,52,34,61,199,495,0,7,59,87,45,145,28,31,NA,NA
190716,13,2,0,0,1,0,0,0,0,1,0,10,19,0,0
190716,26,1,7,2,2,0,1,2,0,1,2,10,30,0,0
190716,52,3,10,9,28,0,1,0,2,3,5,23,32,5,4
190725,13,79,NA,NA,28,NA,NA,NA,NA,NA,NA,56,289,NA,NA
190725,26,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,82,NA,NA
190725,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190725,52,NA,NA,11,27,NA,NA,NA,NA,NA,NA,48,74,NA,NA
190761,13,NA,NA,NA,2,NA,NA,NA,NA,5,13,15,105,NA,NA
190761,26,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,NA,NA
190761,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
190761,52,NA,NA,21,19,NA,NA,5,7,23,23,90,97,3,4
190983,13,27,44,14,17,3,0,6,4,6,9,310,797,82,228
190983,26,27,44,14,17,3,0,6,4,6,9,310,797,82,228
190983,27,27,44,14,17,3,0,6,4,6,9,310,797,82,228
190983,40,27,44,14,17,3,0,6,4,6,9,310,797,82,228
190983,52,27,44,14,17,3,0,6,4,6,9,310,797,82,228
191126,13,3,10,0,0,0,0,1,2,1,0,6,6,11,2
191205,13,NA,NA,NA,34,NA,NA,NA,NA,2,25,NA,16,NA,NA
191241,26,0,NA,5,9,0,NA,10,9,8,NA,57,106,11,25
191241,27,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3
191241,40,1,0,1,1,0,0,1,4,4,3,28,26,14,5
191241,52,20,16,55,50,1,0,61,66,79,112,619,384,122,95
191515,26,NA,1,NA,3,NA,NA,1,NA,1,2,14,27,NA,NA
191515,27,1,2,NA,NA,NA,NA,1,NA,1,NA,6,9,NA,NA
191515,40,3,NA,1,NA,NA,NA,1,1,1,3,21,22,NA,NA
191533,13,0,0,0,0,0,0,0,0,0,0,5,23,1,3
191533,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,8,NA
191533,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,NA,NA
191533,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18,6,NA
191533,52,NA,NA,5,3,NA,NA,NA,2,NA,NA,63,52,19,NA
191630,26,NA,NA,NA,4,NA,NA,NA,2,2,NA,18,27,1,NA
191630,27,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,7,NA,NA
191630,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
191649,13,1,2,6,3,0,1,1,2,7,5,109,128,19,19
191649,14,8,2,22,6,0,0,7,3,12,6,73,12,25,10
191649,26,1,2,6,20,0,0,4,11,6,7,41,60,12,18
191649,27,2,0,2,0,0,0,0,4,0,1,21,37,1,4
191649,40,0,0,1,2,0,0,1,0,3,3,12,11,7,2
191649,52,59,33,73,112,2,3,64,62,80,86,784,554,230,169
191676,13,1,10,0,1,0,0,1,2,0,3,38,158,0,3
191676,26,2,1,0,0,0,0,0,0,0,0,21,46,1,0
191676,27,1,0,0,0,0,0,0,0,0,0,7,11,0,0
191676,40,0,0,1,0,0,0,0,0,0,0,15,14,0,0
191676,52,5,3,5,1,1,2,0,1,3,2,79,102,5,2
191931,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,11
191931,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
191931,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2
191931,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
191931,52,NA,NA,14,43,1,2,NA,6,38,24,141,92,43,35
191968,13,0,0,6,2,0,2,5,4,4,4,160,272,2,1
191968,26,2,3,2,2,0,0,4,5,3,3,55,78,1,3
191968,27,1,1,0,0,0,0,1,0,0,0,13,12,0,0
191968,40,5,4,2,0,0,0,1,0,0,0,38,13,0,0
191968,52,17,24,7,12,2,1,6,11,12,20,334,196,2,1
192165,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA
192192,13,0,0,5,4,0,2,0,1,1,1,77,201,1,5
192192,26,0,0,0,2,0,0,0,0,1,0,13,32,2,1
192192,27,0,0,0,0,0,0,0,1,0,0,2,4,0,0
192192,40,0,0,0,0,0,0,0,0,0,1,1,2,0,0
192192,52,0,0,3,4,0,1,1,2,1,0,75,96,4,5
192271,52,NA,NA,NA,33,NA,NA,NA,NA,NA,63,NA,264,NA,NA
192323,26,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,73,113,3,NA
192323,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
192323,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16,NA,NA
192323,52,NA,NA,NA,NA,NA,3,NA,11,NA,NA,343,227,NA,22
192439,13,1,5,5,82,0,0,0,8,11,40,9,34,2,6
192439,26,1,6,21,57,0,0,12,19,7,13,10,32,3,15
192439,27,1,0,2,4,0,0,0,0,0,0,3,1,0,0
192439,40,0,4,1,7,0,0,4,4,0,3,1,11,0,3
192439,52,11,3,119,246,1,2,21,27,38,51,42,32,14,27
192448,13,0,2,6,3,0,0,0,0,5,10,32,91,185,589
192448,26,2,3,2,1,0,0,1,1,2,2,5,12,38,100
192448,27,1,2,0,0,0,0,0,0,0,0,2,1,14,16
192448,40,1,1,0,0,0,0,1,0,0,0,0,0,15,19
192448,52,19,11,7,6,0,0,6,5,13,4,48,39,307,259
192466,13,0,0,2,3,0,1,0,0,1,2,21,79,0,6
192466,26,2,2,0,5,0,1,2,6,8,10,64,187,6,16
192466,40,1,0,0,0,0,0,0,0,0,0,2,2,1,0
192466,52,12,7,8,9,0,1,2,2,5,3,30,33,22,52
192563,52,0,0,0,3,0,2,1,0,2,8,4,14,3,3
192703,13,1,NA,9,13,0,0,3,11,13,30,83,208,13,21
192703,14,7,2,22,6,0,NA,31,NA,59,19,278,58,26,6
192703,26,0,2,1,11,0,0,3,7,5,11,34,50,7,9
192703,27,0,0,0,0,0,0,0,0,1,0,4,5,0,0
192703,40,0,0,0,0,0,0,1,2,1,0,7,5,0,0
192703,52,2,2,2,4,0,0,5,5,11,7,70,41,11,3
192749,26,NA,1,NA,5,NA,0,NA,1,2,5,3,7,1,2
192749,27,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
192749,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
192749,52,NA,NA,NA,7,NA,NA,NA,NA,NA,12,42,44,6,19
192819,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,359,3,32
192819,26,NA,NA,NA,4,NA,NA,NA,NA,9,NA,42,78,NA,16
192819,27,NA,NA,1,NA,1,NA,1,1,1,2,17,23,2,3
192819,40,1,NA,NA,1,NA,NA,1,1,1,1,8,5,3,1
192819,52,NA,NA,18,10,NA,NA,6,NA,22,NA,426,270,47,19
192855,13,0,2,0,7,0,0,0,0,0,15,0,47,0,22
192855,26,0,1,0,7,0,0,0,3,0,5,0,6,0,11
192855,27,0,0,0,1,0,0,0,0,0,0,0,3,0,1
192855,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192855,52,0,7,2,32,0,0,0,2,0,24,2,38,1,25
192864,26,2,1,0,4,0,0,1,4,1,6,5,18,0,0
192864,52,13,22,9,65,2,1,3,9,8,38,18,59,0,0
192925,13,36,132,1,2,0,0,1,1,0,0,8,26,1,6
192925,26,0,0,0,0,0,0,0,0,0,0,5,10,0,0
192925,52,0,0,26,117,1,1,1,2,10,14,163,253,6,14
193016,26,2,1,12,27,0,0,4,2,13,24,13,11,0,0
193016,27,0,1,7,7,0,0,1,2,2,5,6,9,0,0
193016,52,28,24,53,106,1,0,8,7,63,98,68,56,0,0
193292,13,NA,NA,NA,7,NA,NA,NA,NA,2,12,37,195,3,NA
193292,26,NA,NA,2,5,NA,NA,NA,3,2,NA,10,24,NA,2
193292,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193292,52,NA,NA,11,13,NA,NA,NA,NA,NA,11,74,37,4,NA
193308,52,31,16,395,872,1,1,19,32,459,1108,9,31,37,39
193317,52,10,31,167,431,0,0,5,13,52,124,22,69,19,41
193353,13,NA,NA,NA,14,NA,NA,NA,NA,NA,15,79,429,NA,NA
193353,26,NA,NA,NA,NA,NA,NA,3,NA,3,NA,16,43,NA,NA
193353,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA
193353,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA
193353,52,NA,NA,13,30,NA,NA,NA,4,17,17,109,149,NA,NA
193399,13,0,0,1,4,0,0,1,0,4,3,8,18,1,2
193399,26,1,1,1,10,0,0,4,11,7,18,3,13,2,2
193399,27,0,0,0,0,0,0,0,1,0,1,1,2,0,0
193399,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0
193399,52,3,2,12,18,0,0,6,8,17,52,29,31,0,4
193584,13,0,0,0,3,0,1,0,1,1,3,53,108,1,5
193584,26,1,0,0,1,0,0,0,0,1,1,13,34,1,0
193584,27,0,0,0,0,0,0,0,0,0,0,15,42,0,0
193584,40,0,0,0,0,0,0,0,0,0,1,9,7,0,1
193584,52,0,0,2,5,0,0,2,2,2,1,105,93,2,0
193645,13,0,0,0,1,0,0,0,0,0,0,0,4,0,7
193645,26,0,0,0,12,0,0,0,2,0,4,0,5,0,33
193645,27,0,0,0,4,0,0,0,0,0,0,0,0,0,3
193645,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0
193645,52,0,0,0,10,0,0,0,1,0,5,0,3,0,15
193900,13,1,6,6,32,0,4,5,62,7,45,35,199,13,124
193900,26,5,3,1,8,0,0,28,25,9,9,34,40,38,52
193900,27,8,3,6,6,0,0,23,12,3,5,29,14,20,28
193900,40,3,3,1,0,0,0,17,18,0,3,21,20,16,27
193900,52,113,70,36,51,1,0,311,282,51,53,385,177,315,286
193973,13,6,9,3,6,1,3,1,1,0,6,91,394,8,37
193973,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
193973,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA
193973,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
193973,40,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,4,NA,NA
193973,52,28,11,19,NA,NA,NA,NA,NA,NA,4,294,269,57,38
194091,13,0,0,1,2,0,0,0,0,0,2,17,23,1,4
194091,14,31,4,25,4,1,0,17,3,11,2,80,2,51,6
194091,26,4,5,8,28,1,0,45,51,2,9,27,32,31,36
194091,52,31,12,11,16,0,0,34,20,10,11,62,34,144,54
194107,13,0,1,1,0,0,0,0,0,0,1,0,1,0,1
194107,14,18,2,25,4,1,0,14,4,6,3,23,5,24,4
194107,26,0,3,1,4,0,0,4,6,0,4,4,2,2,6
194107,52,39,12,12,19,0,0,20,11,17,9,15,9,18,22
194152,14,0,1,0,1,0,0,4,2,0,2,149,58,0,0
194161,13,NA,8,9,45,NA,NA,NA,NA,NA,51,NA,93,NA,4
194161,52,11,3,72,117,NA,NA,NA,6,34,51,63,NA,NA,NA
194310,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,158,NA,NA
194310,26,NA,NA,NA,35,NA,NA,NA,NA,NA,14,19,51,NA,32
194310,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA
194310,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
194310,52,92,92,85,241,5,NA,170,268,138,260,677,721,240,299
194392,26,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,10,NA,NA
194392,52,NA,NA,NA,1,NA,NA,NA,NA,1,NA,9,10,2,4
194541,14,53,16,67,25,2,0,269,38,58,19,178,21,82,7
194541,27,2,0,1,2,0,0,9,4,0,0,5,1,3,0
194541,40,1,0,0,5,0,0,6,9,2,2,5,2,0,1
194578,13,0,1,1,4,0,0,2,5,0,2,9,47,1,2
194824,14,84,28,80,35,9,3,214,81,111,32,1450,326,116,21
194824,26,1,3,5,5,NA,1,9,13,5,5,47,62,10,10
194824,27,1,NA,1,3,NA,1,2,NA,2,1,40,22,1,NA
194824,40,1,NA,2,1,2,NA,3,1,4,3,70,32,12,1
194824,52,14,5,15,7,1,1,19,12,6,7,212,84,29,4
194958,13,3,10,3,5,1,1,0,3,5,4,70,240,5,30
194958,26,2,4,0,0,0,0,0,1,2,5,10,22,1,3
194958,27,0,0,0,0,0,0,0,0,0,1,1,1,0,0
194958,40,0,0,0,1,0,0,0,0,0,0,2,2,0,0
194958,52,1,1,4,4,0,0,0,2,0,3,22,21,7,3
195003,14,98,21,53,20,4,2,155,21,49,7,1357,171,109,8
195003,26,11,8,6,17,0,4,10,14,6,3,212,200,33,17
195003,27,4,1,4,2,0,0,3,3,3,1,52,31,6,2
195003,40,2,1,3,3,1,0,6,0,4,0,111,32,8,2
195003,52,68,20,34,41,4,1,48,54,20,22,327,252,52,29
195030,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
195030,14,NA,6,NA,NA,NA,NA,NA,NA,15,NA,258,NA,NA,13
195030,26,NA,NA,14,NA,NA,NA,NA,63,NA,NA,202,NA,NA,44
195030,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA
195030,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
195128,13,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,135,NA,16
195128,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA
195128,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
195128,40,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,103,NA,11
195128,52,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,17,NA,NA
195137,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195137,52,NA,NA,8,20,NA,NA,NA,NA,NA,NA,29,114,10,23
195164,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,155
195164,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,0
195164,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,22
195164,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6
195164,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1
195164,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,173,93
195173,13,NA,NA,NA,11,NA,NA,NA,1,5,12,13,69,NA,NA
195173,26,5,17,4,NA,NA,NA,NA,NA,NA,11,15,16,NA,NA
195173,27,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195173,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195173,52,33,NA,23,41,NA,NA,5,6,17,20,97,72,NA,NA
195216,26,NA,5,NA,2,1,NA,NA,1,NA,NA,43,54,12,18
195216,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
195216,40,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,22,10,3,2
195234,13,0,0,3,14,1,4,5,11,1,14,217,1050,9,49
195234,26,0,0,0,1,0,0,1,0,0,3,8,43,3,1
195234,27,0,0,0,0,0,0,0,0,0,0,6,6,0,0
195234,40,0,0,0,0,0,0,0,0,0,0,3,6,0,0
195234,52,1,1,7,12,0,1,3,1,4,7,148,188,6,12
195243,13,0,2,2,4,0,0,0,2,2,23,23,161,3,16
195243,26,1,2,0,4,0,0,2,1,4,6,9,21,3,6
195243,27,0,1,1,3,0,0,1,1,3,0,10,10,1,2
195243,52,2,2,12,9,0,0,9,6,8,11,77,57,7,9
195474,13,0,0,0,0,0,0,0,0,0,0,0,2,1,1
195474,26,0,1,2,5,0,0,8,14,2,6,173,112,6,3
195474,27,0,0,1,1,0,0,1,0,2,1,18,45,1,3
195474,40,0,0,1,0,0,0,1,1,0,2,19,16,1,0
195474,52,0,1,2,2,0,0,3,5,3,8,217,223,8,6
