"UNITID","CIPCODE","EFNRALM","EFNRALW","EFBKAAM","EFBKAAW","EFAIANM","EFAIANW","DVEFAIM","DVEFAIW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW"
228149,13,0,1,1,1,0,0,0,0,3,39,1,21,0,1
228149,14,22,5,2,0,0,0,2,0,83,35,28,11,0,0
228149,26,1,1,3,12,0,0,4,16,109,179,25,40,0,1
228149,27,0,0,1,0,0,0,0,0,14,18,2,8,0,0
228149,40,1,1,0,3,0,1,2,3,32,60,15,11,0,0
228149,52,30,23,4,12,0,1,10,7,184,292,65,67,3,2
228246,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,48,NA,NA
228246,14,NA,NA,6,15,NA,NA,28,6,19,NA,101,31,NA,NA
228246,26,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,23,NA,NA,NA
228246,27,NA,NA,NA,7,NA,NA,4,NA,NA,NA,36,18,NA,NA
228246,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA
228246,52,NA,NA,NA,12,NA,7,NA,NA,NA,NA,324,230,NA,NA
228325,13,0,0,8,6,2,5,0,1,13,40,40,159,NA,NA
228325,52,2,1,20,4,NA,3,2,1,29,23,58,53,NA,NA
228343,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
228343,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,18,32,NA,NA
228343,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
228343,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
228343,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,23,NA,NA
228431,13,0,0,4,9,0,0,1,0,1,5,16,43,0,0
228431,14,0,0,9,0,0,0,1,2,5,2,48,4,0,0
228431,26,0,0,9,32,0,1,6,3,5,8,67,101,0,0
228431,27,1,0,1,8,0,1,0,0,0,4,26,37,0,0
228431,40,0,0,6,5,0,0,1,0,8,1,69,30,0,0
228431,52,6,5,152,153,4,2,10,10,69,54,864,621,0,0
228459,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228459,14,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,39,2,NA,NA
228459,26,NA,NA,19,42,NA,NA,9,15,79,109,219,371,4,NA
228459,27,2,NA,NA,11,NA,NA,NA,2,19,18,63,52,NA,2
228459,40,NA,NA,3,NA,NA,NA,4,NA,26,18,104,49,3,NA
228459,52,32,18,148,95,19,4,56,61,445,267,1986,1132,32,11
228468,13,0,0,14,32,0,0,3,6,12,43,18,48,0,0
228468,26,2,1,1,2,0,0,1,1,5,4,8,8,0,0
228468,27,0,0,1,1,0,0,0,1,0,1,3,1,0,0
228468,40,0,0,1,0,0,0,0,1,1,1,2,1,0,0
228468,52,6,3,19,18,0,1,7,5,22,25,26,40,0,2
228501,14,0,0,0,0,0,0,0,0,9,0,0,1,0,0
228501,26,0,0,1,0,1,0,0,0,8,21,15,18,1,0
228501,27,0,0,0,0,0,0,0,0,5,6,5,3,1,0
228501,40,0,1,0,0,0,0,0,0,2,2,9,8,1,0
228501,52,1,2,7,0,1,1,0,2,67,112,38,31,1,2
228529,13,0,0,0,0,0,0,0,0,0,0,3,9,0,0
228529,14,0,1,1,0,0,0,1,0,2,0,36,8,0,0
228529,26,2,1,2,4,0,1,0,3,5,12,67,140,0,0
228529,27,0,0,0,0,0,0,0,0,1,1,22,42,0,0
228529,40,1,0,3,0,0,0,0,0,3,0,65,29,0,0
228529,52,13,9,105,107,12,14,5,11,89,64,764,584,0,0
228635,26,1,3,6,16,1,1,3,6,6,19,23,71,4,9
228705,13,0,0,0,0,0,0,0,0,2,2,0,1,0,0
228705,14,23,2,13,2,1,0,3,2,286,58,149,34,0,0
228705,26,1,1,4,4,0,0,2,1,89,165,14,47,0,0
228705,27,1,0,1,1,0,0,0,1,34,13,5,6,0,0
228705,40,0,3,0,3,0,0,2,0,24,20,6,7,0,0
228705,52,8,9,34,15,2,1,5,2,274,257,132,98,0,0
228714,14,2,0,5,0,1,1,3,1,20,6,140,30,3,1
228714,26,0,2,4,4,0,5,5,5,14,39,144,328,0,4
228714,40,0,0,1,0,0,0,0,0,4,4,32,37,1,2
228714,52,1,0,1,3,1,0,0,4,14,12,109,78,1,0
228723,13,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,19,NA,NA
228723,14,193,NA,76,76,19,NA,235,89,402,128,3563,815,62,22
228723,26,5,8,14,NA,NA,NA,46,88,104,146,467,866,NA,8
228723,27,7,4,NA,12,NA,NA,21,20,20,20,308,283,NA,NA
228723,40,NA,NA,NA,NA,NA,NA,7,NA,30,21,276,218,NA,NA
228723,52,21,17,20,NA,NA,NA,57,66,128,164,1683,2119,20,20
228769,13,0,0,9,7,2,0,0,2,4,5,29,34,0,0
228769,14,250,65,127,47,15,4,280,79,154,24,870,139,0,0
228769,26,24,15,46,120,1,8,110,179,43,115,212,399,0,0
228769,27,3,1,5,4,0,2,3,5,4,3,32,26,0,0
228769,40,22,30,35,24,1,4,35,30,111,59,318,243,0,0
228769,52,194,125,229,311,17,8,297,302,244,277,1244,1048,0,0
228778,13,0,1,3,4,0,0,3,6,5,6,26,53,1,2
228778,14,299,56,106,55,26,5,981,313,572,195,2271,583,8,1
228778,26,18,44,39,74,7,6,372,533,221,293,691,939,4,7
228778,27,24,17,8,19,NA,NA,62,37,57,38,194,166,NA,NA
228778,40,NA,NA,6,NA,NA,3,45,29,61,35,319,137,NA,NA
228778,52,113,78,70,99,NA,NA,524,631,251,274,1382,1183,NA,NA
228787,14,48,16,53,7,2,1,178,49,52,11,344,62,8,1
228787,26,10,17,11,45,2,1,68,137,29,33,102,197,4,6
228787,27,1,2,3,3,0,0,1,4,3,3,27,24,2,0
228787,40,1,5,3,6,2,0,9,13,8,3,64,44,2,2
228787,52,47,77,78,102,7,7,231,314,110,99,625,522,9,14
228796,13,NA,NA,NA,7,NA,3,NA,6,115,584,8,68,NA,NA
228796,14,301,73,20,6,2,NA,22,5,976,259,108,22,NA,NA
228796,26,NA,NA,5,11,NA,NA,6,8,128,196,23,33,NA,NA
228796,27,NA,NA,NA,NA,NA,NA,NA,NA,39,38,7,4,NA,NA
228796,40,9,NA,NA,NA,NA,NA,3,NA,35,26,21,NA,NA,NA
228796,52,192,190,41,15,5,NA,12,9,843,968,164,99,NA,NA
228802,14,NA,NA,4,NA,NA,NA,NA,NA,8,NA,79,11,NA,NA
228802,26,NA,NA,3,4,NA,NA,NA,2,2,NA,30,36,NA,NA
228802,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,22,NA,NA
228802,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,NA
228802,52,NA,NA,NA,32,2,2,5,4,12,12,206,233,NA,4
228875,13,0,0,2,9,0,1,1,5,2,20,19,310,3,8
228875,14,14,3,6,1,0,0,3,2,10,2,85,17,2,1
228875,26,7,6,5,13,1,1,14,10,14,23,102,161,3,3
228875,27,1,1,1,1,0,0,0,2,1,2,10,18,0,1
228875,40,4,0,1,0,1,0,0,0,3,1,45,25,0,1
228875,52,47,44,25,22,4,4,9,14,37,31,751,424,16,17
228884,13,NA,NA,11,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228884,26,NA,NA,11,43,NA,NA,1,NA,1,NA,NA,NA,NA,NA
228884,27,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228884,52,NA,NA,65,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228981,13,0,0,1,1,0,0,0,1,4,11,14,62,0,1
228981,26,1,1,1,4,0,0,1,3,5,11,27,56,0,0
228981,27,0,1,0,1,0,0,0,1,2,1,8,11,0,0
228981,40,1,0,8,2,0,0,0,0,7,4,29,28,1,0
228981,52,7,2,12,6,0,0,2,1,20,14,102,90,1,0
229018,13,0,0,0,0,0,0,0,0,0,0,2,1,0,0
229018,26,0,1,1,0,0,0,1,3,30,41,27,76,0,0
229018,27,0,0,0,0,1,1,0,0,4,10,13,25,1,0
229018,40,0,0,0,0,0,0,0,0,7,5,10,15,0,NA
229018,52,1,2,6,5,0,3,3,0,35,65,95,105,1,3
229027,14,35,3,45,5,5,0,64,12,438,67,370,44,0,0
229027,26,10,13,45,91,4,6,35,72,387,680,228,405,0,0
229027,27,0,1,3,2,0,0,6,4,47,47,44,36,0,0
229027,40,0,1,3,6,1,0,8,4,44,36,62,49,0,0
229027,52,27,12,48,41,3,1,29,56,325,353,336,287,0,0
229063,13,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229063,14,35,5,215,56,NA,NA,4,NA,5,NA,4,NA,NA,NA
229063,26,7,11,100,274,NA,NA,4,4,6,11,NA,NA,NA,NA
229063,27,NA,NA,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229063,40,NA,NA,25,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229063,52,38,25,571,536,NA,NA,11,3,14,13,7,NA,NA,NA
229115,13,0,0,7,1,1,2,3,1,27,9,164,116,1,0
229115,14,57,6,53,13,9,1,49,16,179,28,1356,175,4,0
229115,26,2,4,5,15,5,4,17,25,44,63,235,240,1,1
229115,27,1,1,2,3,0,0,3,3,6,5,60,58,0,3
229115,40,1,1,1,2,0,1,3,1,13,5,86,53,2,0
229115,52,28,15,92,29,19,10,76,31,280,137,2895,1350,15,8
229160,13,NA,NA,NA,31,NA,NA,NA,NA,5,47,18,109,8,12
229160,26,NA,NA,NA,12,NA,NA,NA,NA,NA,5,5,NA,NA,NA
229160,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
229160,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
229160,52,NA,NA,17,45,NA,NA,6,NA,24,25,85,80,8,7
229179,26,NA,8,NA,68,NA,4,NA,21,2,33,7,138,NA,NA
229179,27,NA,NA,NA,11,NA,NA,NA,NA,NA,6,6,25,NA,NA
229179,40,NA,NA,NA,NA,NA,NA,NA,5,NA,4,4,15,NA,NA
229179,52,NA,16,NA,74,NA,NA,NA,11,NA,23,7,142,NA,NA
229267,13,NA,2,NA,NA,NA,NA,NA,NA,NA,3,7,21,NA,1
229267,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
229267,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,31,NA,NA
229267,27,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,4,NA,NA
229267,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
229267,52,NA,NA,NA,NA,NA,NA,17,NA,19,NA,98,NA,16,NA
229300,26,0,3,6,43,0,0,5,34,4,47,19,193,1,4
229780,13,0,0,107,64,12,7,21,9,99,62,490,206,141,117
229780,26,0,0,0,0,0,0,1,0,1,3,0,14,5,3
229780,27,0,0,0,0,0,0,0,0,0,0,12,3,4,1
229780,40,0,0,0,0,0,0,0,0,0,1,2,3,0,1
229780,52,5,4,141,135,5,8,22,24,90,104,356,294,121,109
229814,13,0,0,0,0,0,0,0,0,0,1,5,7,0,0
229814,26,4,1,4,5,4,2,6,10,39,41,122,158,0,0
229814,27,0,0,0,0,0,0,1,0,4,6,47,47,0,0
229814,40,0,0,0,0,0,0,2,0,4,4,26,18,0,0
229814,52,14,12,23,6,1,2,3,9,71,60,421,335,0,0
229887,13,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229887,26,8,2,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
229887,27,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229887,40,1,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
229887,52,7,2,33,33,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
230038,13,NA,19,NA,NA,1,NA,3,45,NA,NA,71,1517,NA,25
230038,14,106,10,NA,NA,10,6,57,10,56,14,2390,274,43,NA
230038,26,39,37,5,NA,5,NA,29,37,NA,NA,1128,907,20,20
230038,27,NA,NA,NA,NA,NA,NA,8,14,NA,NA,216,262,NA,5
230038,40,70,24,NA,NA,NA,NA,35,13,31,5,1205,287,26,NA
230038,52,116,62,NA,NA,11,5,65,39,50,31,2266,674,40,NA
230171,13,0,2,1,0,1,2,2,2,1,5,49,261,1,2
230171,14,0,0,1,0,0,0,2,0,4,0,59,0,0,0
230171,26,1,3,3,0,2,5,1,2,3,6,133,217,0,0
230171,27,0,0,0,0,0,0,0,0,0,0,5,2,0,0
230171,40,0,0,0,0,0,0,0,0,0,0,8,3,0,0
230171,52,5,2,4,1,6,9,7,4,19,7,561,395,2,0
230603,13,NA,NA,5,NA,NA,7,NA,3,NA,NA,168,682,NA,13
230603,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,2,NA
230603,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,111,NA,NA
230603,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
230603,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,20,NA,NA
230603,52,5,9,NA,NA,NA,NA,NA,NA,8,5,362,213,6,NA
230630,52,NA,NA,1,1,3,2,NA,0,10,11,135,122,NA,NA
230728,13,26,24,3,1,2,10,5,12,11,26,374,1584,6,25
230728,14,52,12,3,0,3,2,10,4,19,5,1067,111,30,3
230728,26,6,5,0,1,0,1,3,5,5,3,272,165,4,3
230728,27,3,0,0,0,0,0,0,0,0,0,47,43,0,0
230728,40,5,1,0,0,0,1,2,1,7,1,179,88,1,1
230728,52,29,22,2,4,4,2,10,10,14,13,1088,653,16,13
230737,13,1,2,0,0,0,1,3,4,3,5,149,358,1,0
230737,14,2,0,0,0,1,0,3,0,13,0,227,12,2,0
230737,26,1,3,1,0,3,0,4,5,6,7,305,140,0,2
230737,27,1,0,1,0,0,0,2,2,0,1,33,19,1,1
230737,40,3,6,2,1,0,7,3,6,8,17,358,475,4,3
230737,52,70,64,7,2,15,11,29,20,74,30,2322,984,8,5
230764,13,1,7,3,2,0,5,10,18,17,24,275,778,28,54
230764,14,59,14,7,0,7,1,61,10,43,9,1059,116,161,11
230764,26,14,9,0,3,3,2,17,27,17,17,379,247,42,24
230764,27,4,3,0,0,2,1,8,4,6,1,82,45,15,4
230764,40,8,10,0,1,0,1,5,7,9,4,282,88,23,8
230764,52,75,58,17,7,7,7,66,75,60,45,1805,659,202,60
230782,13,2,9,2,4,1,6,2,12,14,29,224,904,24,112
230782,14,2,0,0,0,0,1,3,0,2,0,169,9,28,0
230782,26,0,3,2,4,2,1,1,6,7,6,246,154,43,22
230782,27,1,0,0,0,0,0,1,1,2,2,18,13,4,1
230782,40,2,1,0,0,0,0,1,0,2,3,94,35,11,4
230782,52,31,16,15,7,8,3,26,18,34,28,994,461,113,65
230807,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,3
230807,26,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,55,67,NA,8
230807,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,28,NA,NA
230807,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,30,NA,10
230807,52,NA,NA,4,NA,NA,NA,NA,10,16,9,238,179,38,33
230834,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
230834,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,35,NA,NA
230834,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,7,NA,NA
230834,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230834,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,84,7,2
230852,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,151,NA,NA
230852,52,NA,NA,NA,NA,NA,3,3,4,NA,3,196,193,NA,NA
230889,13,1,0,0,0,0,0,0,0,0,1,2,14,0,0
230898,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6
230898,26,NA,NA,NA,3,1,NA,NA,NA,NA,NA,5,3,NA,1
230898,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,6,NA,NA
230913,13,0,0,1,0,0,1,0,0,0,1,28,127,4,30
230913,26,0,0,0,0,0,0,0,0,0,0,9,10,1,1
230913,27,0,0,0,0,1,0,0,0,0,0,2,6,1,1
230913,52,1,3,2,0,1,5,0,0,3,1,78,63,13,9
230931,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,70,9,47
230931,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
230931,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,10,8
230931,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,37,36,30
230959,26,2,1,1,NA,1,NA,1,2,1,2,20,47,2,4
230959,27,8,4,NA,NA,NA,1,1,NA,NA,NA,16,6,2,NA
230959,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
230995,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA
230995,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA
230995,27,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,3,NA,1
230995,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,5,NA,NA
230995,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,25,NA,NA
231059,13,1,0,0,0,0,0,1,3,0,3,31,198,0,0
231059,14,3,1,2,0,0,0,1,0,0,0,14,3,0,0
231059,26,0,0,0,1,0,0,2,2,1,0,48,98,0,0
231059,27,0,0,0,0,0,0,0,0,0,0,12,16,0,0
231059,40,0,0,0,0,0,0,0,0,0,0,11,5,1,0
231059,52,14,6,5,3,0,0,1,4,7,2,209,133,1,0
231077,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,42,NA,NA
231077,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,46,NA,NA
231086,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,29,5,6
231165,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA
231165,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,31,NA,NA
231174,13,3,2,0,3,0,0,0,6,5,6,136,446,1,6
231174,14,4,0,3,2,1,0,4,5,7,0,290,67,9,2
231174,26,3,2,2,6,2,0,7,9,2,12,186,386,3,2
231174,27,4,1,0,1,0,0,4,0,0,0,22,32,0,0
231174,40,1,1,0,0,0,0,1,0,0,1,76,39,1,0
231174,52,9,3,3,0,0,1,11,4,11,5,519,233,6,4
231420,13,1,1,6,13,0,0,0,1,0,0,17,78,0,0
231420,26,0,0,0,0,0,0,0,0,0,0,1,2,0,0
231420,27,0,0,0,0,0,0,0,0,0,0,4,4,0,0
231420,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0
231420,52,4,3,119,340,3,7,9,3,16,8,322,405,0,0
231554,13,0,0,0,0,0,0,0,0,0,0,2,5,0,0
231554,26,0,0,0,1,0,0,1,0,0,0,12,17,0,0
231554,27,0,0,0,0,0,0,0,0,0,0,4,5,0,0
231554,40,0,0,0,0,0,0,0,0,0,0,1,3,0,0
231554,52,1,0,13,36,1,6,1,4,1,1,125,125,0,0
231581,13,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,18,37,NA,NA
231581,26,NA,1,3,2,0,0,0,3,0,3,55,109,0,0
231581,27,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,10,NA,NA
231581,40,1,NA,2,NA,NA,NA,NA,NA,NA,NA,18,7,NA,NA
231581,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA
231624,26,1,0,0,3,0,0,7,11,1,4,64,132,0,0
231624,27,1,0,0,1,0,0,1,2,0,1,21,18,0,0
231624,40,1,1,3,3,0,1,7,5,0,0,74,66,0,0
231624,52,8,3,10,11,0,2,14,20,4,4,164,146,0,0
231651,52,NA,1,11,30,NA,1,NA,NA,1,NA,22,23,5,7
231712,26,0,0,17,26,1,0,4,10,4,12,111,229,0,0
231712,27,1,0,5,5,0,0,1,3,0,1,28,32,0,0
231712,52,3,2,36,73,0,1,13,12,7,12,299,326,0,0
231785,52,0,0,18,84,2,1,1,4,2,4,14,51,0,0
231828,52,NA,NA,23,83,NA,NA,NA,NA,NA,NA,7,14,3,6
232025,26,NA,NA,2,7,NA,NA,NA,2,NA,NA,31,42,NA,NA
232025,27,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15,2,NA,NA
232025,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,16,NA,NA
232025,52,NA,NA,5,NA,NA,NA,1,NA,NA,NA,48,31,NA,NA
232043,13,0,0,0,0,0,0,0,0,0,0,7,7,0,0
232043,26,1,0,0,3,0,1,0,3,0,0,29,36,0,0
232043,27,0,0,0,0,0,0,0,0,0,0,13,5,0,0
232043,40,0,0,1,0,0,0,0,0,0,0,3,3,0,0
232043,52,6,6,5,7,0,0,2,2,2,0,63,47,1,1
232089,13,0,0,12,5,0,0,0,0,0,0,22,43,2,3
232089,26,0,0,4,2,0,0,2,0,0,0,45,25,5,0
232089,27,0,1,2,1,0,0,0,0,0,0,11,15,3,2
232089,40,0,0,0,0,0,0,0,0,0,0,4,1,1,0
232089,52,0,0,61,29,0,0,0,1,0,1,127,81,6,7
232186,13,4,2,8,13,1,0,11,5,8,4,114,118,0,0
232186,14,43,9,55,18,3,1,168,43,64,12,344,66,0,0
232186,26,9,18,15,48,0,1,43,112,24,31,113,289,0,0
232186,27,2,3,1,4,0,0,8,5,3,2,34,31,0,0
232186,40,5,6,3,8,0,0,14,16,4,7,62,52,0,0
232186,52,96,112,128,163,4,5,414,514,115,141,955,860,0,0
232256,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1,NA
232256,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,NA
232256,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,26,NA,1,NA
232265,13,0,0,57,29,0,0,0,0,0,0,1,0,0,0
232265,14,2,0,103,35,0,0,0,0,0,0,0,0,0,0
232265,26,0,1,82,332,0,0,0,0,0,1,0,0,0,0
232265,27,0,0,9,34,0,0,0,0,1,0,0,0,0,0
232265,40,0,0,17,31,0,0,0,0,0,0,0,0,0,0
232265,52,3,5,463,619,1,1,1,1,3,1,5,12,0,0
232308,26,0,5,0,2,0,0,0,2,0,0,0,23,0,0
232308,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0
232308,40,0,1,0,1,0,0,0,0,0,0,0,4,0,0
232308,52,0,0,0,3,0,0,0,0,0,1,0,28,NA,0
232423,13,2,0,3,2,0,0,0,0,1,0,19,18,2,1
232423,26,0,2,4,18,0,1,20,39,3,9,185,335,15,11
232423,27,1,0,0,1,0,0,3,3,0,1,38,64,1,5
232423,40,1,0,2,4,0,0,4,3,4,1,118,93,6,5
232423,52,33,22,40,55,2,1,50,92,26,25,1160,1016,59,49
232557,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
232557,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232557,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA
232557,52,8,8,44,32,0,1,6,2,8,NA,144,118,11,8
232566,26,NA,NA,NA,20,NA,NA,NA,NA,NA,3,49,111,NA,NA
232566,27,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,14,21,NA,NA
232566,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
232566,52,NA,NA,47,47,NA,NA,NA,NA,NA,NA,359,285,NA,NA
232609,13,NA,NA,3,6,NA,NA,NA,NA,NA,NA,36,159,NA,NA
232609,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,60,NA,NA
232609,27,NA,NA,1,1,NA,NA,NA,NA,NA,NA,9,10,NA,NA
232609,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
232609,52,NA,NA,7,13,NA,NA,NA,NA,NA,NA,103,90,NA,NA
232672,26,0,0,0,6,0,0,0,0,0,0,1,16,0,0
232672,27,0,0,0,1,0,0,0,0,0,0,0,4,0,0
232672,40,0,0,0,2,0,0,0,0,0,0,0,3,0,0
232672,52,0,0,0,19,0,1,0,0,0,1,3,63,0,0
232681,13,0,0,0,1,0,0,0,0,0,0,1,4,0,0
232681,26,0,0,1,9,1,0,2,9,1,6,41,140,0,0
232681,27,0,0,0,0,0,0,1,1,1,0,12,36,0,0
232681,40,0,0,1,1,0,0,1,4,0,0,39,51,0,0
232681,52,2,2,6,10,0,1,4,8,7,3,137,151,0,0
232706,13,0,1,0,8,0,0,0,0,0,3,2,31,0,9
232706,26,1,3,4,9,0,0,1,21,1,12,10,22,2,13
232706,27,0,2,0,1,0,0,0,1,0,0,1,6,0,3
232706,52,19,21,12,25,0,1,5,28,11,27,52,59,16,12
232797,52,0,0,39,188,0,0,0,0,2,5,105,448,14,38
232937,13,0,1,27,141,0,1,0,1,0,3,5,14,0,1
232937,14,1,0,26,3,0,0,0,0,0,0,1,0,0,0
232937,26,1,1,48,180,0,1,0,1,1,1,4,1,0,4
232937,27,0,1,13,19,0,0,0,0,0,0,1,2,0,1
232937,40,2,1,36,82,0,0,1,1,0,2,0,1,0,0
232937,52,6,3,377,491,1,1,2,0,9,2,7,6,0,1
232982,13,7,2,51,91,1,0,6,9,5,6,158,178,5,4
232982,14,50,6,56,29,2,0,45,10,9,0,183,29,8,0
232982,26,2,9,20,88,4,0,19,23,4,16,104,198,1,7
232982,27,2,0,3,8,0,1,1,5,1,0,20,34,1,2
232982,40,0,0,3,5,0,0,7,5,2,2,56,39,3,3
232982,52,41,23,141,253,1,8,67,69,19,12,399,428,14,15
233277,13,1,0,7,11,0,0,2,2,4,1,139,121,0,0
233277,26,0,1,5,10,1,0,2,6,3,2,72,138,0,0
233277,27,0,1,1,1,0,0,0,1,2,0,21,16,0,0
233277,40,2,4,43,73,3,3,9,11,19,17,678,761,0,0
233277,52,10,5,32,31,0,1,9,8,7,7,401,248,0,0
233295,26,8,41,0,2,0,0,0,1,0,0,6,43,0,0
233295,27,0,0,0,2,0,0,0,0,0,0,4,7,0,0
233295,40,0,0,0,0,0,0,1,0,0,0,6,9,0,NA
233295,52,0,0,2,0,0,0,0,0,0,0,16,15,0,0
233301,26,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233301,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
233301,40,NA,3,NA,1,NA,NA,NA,1,NA,NA,NA,6,NA,NA
233374,26,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
233374,27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA
233374,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
233374,52,11,14,19,29,0,1,7,5,7,5,356,289,0,0
233426,26,0,0,0,1,0,0,0,0,0,0,19,25,0,0
233426,27,0,0,0,0,0,0,0,0,0,0,5,8,0,0
233426,40,0,0,0,0,0,0,0,0,0,0,2,2,0,0
233426,52,0,1,5,2,0,0,2,3,1,0,89,72,0,0
233499,13,0,0,35,44,0,0,0,0,0,1,0,0,0,0
233499,26,2,3,9,18,0,0,0,1,0,0,0,0,0,0
233499,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0
