"UNITID","CIPCODE","EFAIANM","EFAIANW","EFBKAAM","EFBKAAW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW","EFNRALM","EFNRALW","DVEFAIM","DVEFAIW"
187596,14,37,12,0,0,0,0,0,0,0,0,0,0,0,0
187596,26,4,19,0,1,0,0,0,0,0,0,0,0,0,0
187596,27,6,4,0,0,2,0,0,0,0,0,0,0,0,0
187596,52,12,57,0,0,0,0,0,0,0,1,0,0,0,0
187648,13,0,6,16,5,38,89,30,78,1,1,10,3,2,2
187648,26,0,6,5,7,40,68,23,49,1,2,4,3,2,1
187648,27,0,0,1,0,2,9,7,8,0,0,1,1,0,0
187648,40,2,0,0,0,2,1,0,1,0,0,1,0,0,0
187648,52,2,7,23,14,86,115,65,88,5,6,16,7,6,5
187745,52,2,1,0,0,0,1,0,0,0,0,0,0,0,0
187897,13,4,29,31,12,61,136,22,60,0,3,0,11,0,3
187897,14,0,2,0,0,8,1,0,0,0,0,2,0,2,1
187897,26,2,1,1,2,28,55,0,8,0,0,6,2,1,0
187897,27,0,0,0,0,4,3,0,0,0,0,0,0,0,0
187897,40,1,1,0,1,12,13,2,0,0,1,2,2,0,0
187897,52,4,15,10,0,44,89,32,20,3,1,8,5,4,3
187967,14,24,11,11,4,201,69,339,88,8,3,10,5,18,5
187967,26,1,3,0,0,11,20,12,30,0,2,0,0,3,2
187967,27,0,1,0,0,10,2,6,3,0,0,0,0,1,1
187967,40,7,5,1,2,24,12,52,26,0,1,1,0,1,1
187967,52,0,0,0,0,3,0,8,0,0,0,0,0,0,1
187985,13,26,90,17,25,220,543,141,304,1,8,7,9,14,25
187985,14,66,20,16,4,497,168,380,99,18,3,92,17,65,13
187985,26,34,32,10,26,321,532,173,329,8,11,14,16,57,75
187985,27,6,1,0,0,42,17,33,33,6,0,6,3,7,6
187985,40,7,11,4,0,76,63,92,62,1,4,4,1,5,13
187985,52,51,78,32,15,660,553,389,259,12,11,37,18,47,40
188030,13,5,10,3,5,109,458,51,169,1,2,3,7,0,3
188030,14,26,9,18,4,607,205,276,72,10,1,189,17,10,2
188030,26,1,9,9,10,144,286,74,132,3,5,6,11,9,14
188030,27,1,1,1,0,11,9,10,10,1,0,3,0,0,1
188030,40,2,3,1,0,40,22,24,14,0,2,1,5,1,2
188030,52,16,9,22,17,399,438,207,200,11,7,24,21,10,11
188058,13,5,14,1,1,6,43,2,8,0,1,0,1,1,3
188058,14,3,0,0,0,7,4,0,0,0,0,0,0,1,0
188058,26,0,2,2,1,6,20,2,3,0,0,0,0,0,0
188058,27,0,0,0,0,3,1,1,0,0,0,0,0,1,0
188058,52,5,10,5,1,38,78,4,2,0,0,3,0,1,5
188182,13,0,0,0,5,6,28,5,21,2,7,0,0,0,1
188182,26,0,3,2,3,11,13,2,8,4,5,0,2,0,0
188182,52,0,1,11,3,28,15,13,4,12,9,12,2,2,2
188304,13,1,14,2,2,18,114,7,52,0,8,0,3,2,2
188304,26,7,1,3,6,7,44,13,32,0,4,5,1,1,3
188304,27,0,1,0,0,10,1,2,2,1,0,0,1,1,0
188304,40,4,4,16,8,76,112,32,50,4,9,0,0,4,2
188304,52,3,4,28,15,67,190,37,89,8,14,21,4,5,4
188340,14,1,0,14,0,37,2,17,6,21,1,0,1,21,5
188340,52,0,0,2,0,0,4,3,0,0,3,1,0,1,0
188429,13,0,0,3,2,6,9,45,41,5,2,0,1,1,1
188429,26,0,3,13,27,26,47,60,91,12,20,6,11,41,80
188429,27,0,0,0,0,5,4,15,41,1,0,2,2,3,9
188429,40,0,0,2,1,7,10,27,10,4,4,5,1,10,7
188429,52,0,0,15,13,34,47,202,111,15,21,44,21,31,37
188517,52,0,1,26,23,23,5,23,28,1,0,0,0,0,2
188526,26,0,0,0,3,0,3,11,11,1,2,1,0,2,1
188641,13,0,0,2,3,0,6,4,24,0,10,0,0,0,0
188641,14,0,0,14,3,16,5,228,72,26,8,16,3,9,2
188641,26,0,0,1,5,1,4,8,27,1,4,0,0,1,0
188641,27,0,0,1,0,2,0,3,2,0,1,0,0,0,0
188641,40,0,0,0,0,1,1,9,6,1,2,0,0,0,0
188641,52,1,0,39,13,13,5,70,39,10,5,4,3,3,0
189088,52,0,0,0,0,0,0,0,1,0,0,1,1,1,0
189097,26,0,1,0,13,0,20,0,75,0,0,0,10,0,44
189097,27,0,0,0,2,0,3,0,10,0,0,0,12,0,3
189097,40,0,0,0,1,0,3,0,19,0,0,0,2,0,4
189228,52,2,3,129,242,157,219,46,76,246,367,138,149,13,33
189413,13,0,0,1,13,8,66,0,0,0,0,0,0,0,0
189413,52,0,0,7,24,27,120,0,0,0,0,0,0,0,0
189556,52,0,0,3,24,1,0,21,48,0,0,0,0,0,0
189565,52,0,0,10,2,1,2,18,48,0,0,0,0,1,0
189583,52,0,0,49,58,2,5,5,9,0,0,0,0,0,1
189592,52,0,0,9,8,4,3,5,13,0,0,0,0,0,1
189705,13,0,1,3,3,1,1,14,59,0,2,2,0,0,0
189705,14,0,0,4,1,1,0,5,1,1,0,0,0,0,0
189705,26,1,1,16,21,9,21,93,194,8,17,1,5,9,13
189705,27,0,0,0,0,1,0,6,10,1,1,2,0,0,2
189705,40,0,0,0,1,1,0,21,11,1,0,0,0,1,0
189705,52,0,0,13,9,10,6,297,125,9,3,20,9,6,6
189848,13,0,0,0,1,0,1,6,25,0,10,0,0,0,2
189848,26,0,0,4,2,0,1,0,17,1,2,0,0,0,0
189848,52,2,0,17,5,1,5,63,88,8,10,0,0,1,2
190044,14,5,0,19,7,52,19,1127,330,28,5,18,12,44,21
190044,26,0,2,5,6,4,6,46,123,1,3,1,3,4,5
190044,27,0,0,0,0,2,1,19,7,0,0,0,2,2,0
190044,40,0,0,1,0,5,0,24,12,0,0,1,0,0,0
190044,52,1,1,7,4,12,9,159,68,7,0,28,15,4,8
190099,13,0,0,4,5,4,7,8,11,0,1,0,5,2,3
190099,26,0,0,3,3,8,12,36,114,1,3,4,8,3,11
190099,27,0,0,1,0,2,0,8,18,1,0,10,4,1,0
190099,40,0,0,1,1,2,5,37,21,1,1,15,7,4,1
190114,52,1,0,46,69,24,42,8,2,3,4,8,7,12,5
190150,14,0,0,24,20,57,30,119,78,19,5,94,63,49,72
190150,26,0,1,8,19,20,14,39,51,1,4,14,14,38,49
190150,27,1,1,4,0,10,5,35,13,2,2,37,29,25,10
190150,40,0,2,3,5,13,12,41,24,1,3,15,3,18,7
190248,13,0,1,1,2,2,8,4,46,1,0,0,1,0,0
190248,26,0,0,2,9,6,15,4,14,1,0,2,3,0,4
190248,52,2,1,20,16,23,15,25,17,2,3,35,23,2,1
190372,14,0,0,3,1,10,1,103,33,32,13,73,33,108,31
190415,14,6,1,110,41,275,100,526,406,98,147,108,173,272,423
190415,26,2,2,72,133,126,164,235,322,58,83,22,56,174,247
190415,27,0,0,2,0,11,1,48,9,11,1,26,28,20,8
190415,40,1,0,4,1,16,9,64,38,9,6,14,8,25,15
190415,52,9,4,42,69,130,142,450,338,72,85,80,88,114,158
190503,52,2,4,17,25,43,59,151,203,13,21,25,28,22,23
190512,26,0,0,11,18,26,42,33,42,0,0,6,8,43,39
190512,27,0,0,9,7,27,9,26,15,0,0,34,26,55,22
190512,40,0,0,2,3,1,0,2,1,0,0,0,0,2,1
190512,52,10,6,436,434,1545,1322,1296,880,0,0,604,678,1949,1885
190549,13,1,2,50,198,80,310,88,201,0,0,7,30,36,171
190549,26,0,0,40,85,29,67,76,104,0,0,6,10,59,86
190549,27,0,0,15,12,14,9,30,23,0,0,3,2,19,14
190549,40,0,0,21,14,20,18,62,48,0,0,4,0,36,28
190549,52,3,2,240,346,264,267,398,348,0,0,51,75,373,340
190558,13,0,0,1,6,5,29,13,80,0,0,0,2,0,3
190558,14,2,1,63,12,93,10,194,34,0,0,32,5,77,6
190558,26,1,0,33,64,59,118,139,172,0,0,11,15,51,78
190558,27,0,0,5,2,8,12,20,32,0,0,0,1,6,4
190558,40,0,2,46,81,73,89,120,104,0,0,7,9,24,48
190558,52,2,1,120,81,272,146,530,225,0,0,41,34,145,126
190567,13,1,0,12,92,37,316,4,29,0,0,3,27,7,117
190567,14,7,0,159,47,471,167,354,104,0,0,162,73,670,211
190567,26,0,2,64,97,77,153,36,54,0,0,15,30,86,124
190567,27,0,0,23,9,46,18,18,14,0,0,7,3,45,21
190567,40,0,0,11,7,21,16,17,13,0,0,5,7,18,15
190567,52,0,1,22,22,62,53,21,11,0,0,10,5,39,30
190576,52,0,1,35,84,31,84,36,37,0,0,4,5,15,17
190594,13,0,1,2,4,15,25,11,14,0,0,0,4,6,16
190594,26,1,0,15,49,56,151,55,83,0,0,18,34,62,116
190594,27,0,0,8,6,29,20,21,10,0,0,4,5,28,31
190594,40,2,1,16,42,52,78,60,69,0,0,13,25,106,132
190594,52,1,0,23,20,54,74,25,32,0,0,9,16,72,88
190600,26,0,1,1,17,19,30,5,22,0,0,0,4,3,18
190600,40,0,0,0,2,1,0,0,2,0,0,0,0,0,0
190637,13,0,0,8,6,17,34,6,4,0,0,2,0,1,2
190637,26,1,1,34,59,57,133,7,13,0,0,3,8,10,13
190637,27,0,0,9,14,25,43,8,8,0,0,2,2,2,5
190637,40,0,0,26,20,31,39,6,9,0,0,1,4,5,6
190637,52,1,0,140,158,339,443,40,41,0,0,18,30,48,37
190646,13,0,0,41,246,8,61,0,8,0,0,0,16,1,8
190646,26,0,2,186,722,35,115,7,11,0,0,8,21,12,28
190646,27,0,0,22,8,0,5,0,0,0,0,1,2,2,0
190646,40,0,2,87,371,26,64,2,4,0,0,6,14,4,10
190646,52,2,2,288,368,63,78,6,7,0,0,8,16,15,10
190655,13,0,0,12,12,16,15,9,8,0,0,0,2,6,10
190655,26,1,0,24,46,18,34,8,14,0,0,2,6,17,33
190655,27,1,1,20,5,15,6,12,0,0,0,4,2,18,7
190655,40,1,2,101,146,119,167,37,51,0,0,14,15,105,101
190655,52,3,3,189,313,291,432,69,71,0,0,25,75,174,237
190664,13,0,3,31,70,155,312,117,197,0,0,11,24,74,187
190664,26,1,0,27,32,44,89,53,68,0,0,14,20,69,129
190664,27,0,0,7,10,37,24,44,24,0,0,8,7,40,37
190664,40,0,0,7,5,32,12,29,21,0,0,7,0,41,23
190664,52,3,3,45,46,162,166,156,115,0,0,43,55,288,298
190691,13,0,0,2,18,5,8,3,1,0,0,0,2,4,11
190691,26,2,4,68,121,36,88,15,20,0,0,10,26,57,98
190691,27,0,1,9,10,10,7,2,3,0,0,1,1,6,10
190691,40,0,0,20,13,16,12,4,5,0,0,3,4,5,12
190691,52,8,9,158,215,120,154,18,17,0,0,20,39,131,143
190716,26,0,3,4,9,5,4,43,67,3,3,4,1,7,7
190716,27,0,0,1,1,0,1,1,1,0,0,0,0,0,0
190716,40,0,0,1,2,0,0,13,15,0,1,0,0,0,0
190716,52,0,0,10,9,5,3,30,19,2,2,1,1,2,0
190725,13,0,0,1,1,0,6,11,52,0,1,0,0,1,1
190725,26,0,1,0,12,3,5,11,42,0,0,3,0,1,0
190725,27,0,0,0,0,1,0,0,2,0,0,0,0,0,0
190725,52,0,0,21,14,12,5,90,71,2,0,12,3,1,2
190761,13,0,0,1,8,4,19,11,27,1,1,0,0,0,0
190761,26,0,0,12,11,8,35,15,18,3,2,1,1,2,3
190761,27,0,0,1,0,2,0,2,0,0,0,1,0,0,0
190761,52,0,0,23,7,32,12,40,13,8,1,10,1,1,0
190983,13,0,5,1,2,0,0,14,40,2,3,0,0,1,1
190983,26,0,0,2,5,2,7,24,37,1,4,10,3,1,2
190983,27,0,0,0,1,0,0,2,5,0,0,1,0,0,0
190983,40,0,0,0,0,0,0,7,1,0,0,1,1,1,0
190983,52,0,1,5,0,5,3,74,40,4,2,6,3,1,3
191126,52,1,3,35,231,71,450,126,1143,1,9,58,259,37,202
191205,13,0,0,2,2,4,0,7,2,1,0,0,0,0,0
191205,52,0,0,48,14,33,12,51,22,0,0,2,0,2,2
191241,14,0,0,3,1,9,3,23,12,1,1,3,5,12,4
191241,26,0,0,8,16,29,58,116,268,3,8,10,12,20,80
191241,27,0,0,2,0,5,11,31,37,0,2,10,16,10,8
191241,40,0,0,2,1,4,10,30,33,1,0,1,2,8,2
191241,52,0,1,37,16,173,88,926,559,24,11,185,202,173,152
191515,26,0,0,2,1,2,4,27,41,2,8,2,6,2,11
191515,27,0,0,1,1,2,2,37,20,5,1,4,11,4,4
191515,40,0,0,0,1,4,3,30,23,4,2,1,3,3,6
191533,13,0,0,0,0,1,1,3,4,1,3,0,0,0,0
191533,26,2,3,6,11,4,2,33,46,4,10,2,4,1,1
191533,27,0,0,1,0,0,0,4,7,1,1,0,0,0,0
191533,40,1,0,1,1,1,1,13,12,5,1,0,0,0,0
191533,52,4,0,20,0,1,1,72,39,18,8,6,2,2,1
191597,26,0,6,32,312,5,35,6,52,0,0,0,1,11,26
191621,52,0,1,5,1,1,0,41,34,9,2,0,0,0,0
191630,13,0,0,0,2,1,1,2,24,0,2,0,0,1,0
191630,26,0,0,0,5,1,5,32,56,2,6,0,0,1,11
191630,27,0,0,0,1,0,0,12,8,1,0,0,0,3,5
191630,40,1,0,3,1,1,0,35,22,0,2,0,0,0,2
191649,13,0,0,0,3,1,7,13,76,1,1,0,1,1,4
191649,14,5,2,39,16,55,15,216,52,12,2,35,11,53,13
191649,26,1,1,21,44,24,60,60,155,5,10,5,11,63,83
191649,27,0,0,1,1,2,7,24,29,0,0,5,3,6,3
191649,40,1,0,5,3,5,4,17,12,1,0,2,2,7,4
191649,52,3,1,61,32,79,75,516,261,27,15,102,74,91,75
191676,13,0,0,0,1,0,1,12,68,0,0,0,3,0,0
191676,26,0,0,0,2,1,0,31,51,0,1,2,5,0,0
191676,27,0,0,0,0,0,0,13,6,0,0,1,0,0,0
191676,40,0,0,0,0,0,0,7,12,0,0,2,1,1,0
191676,52,1,0,4,4,0,0,45,37,3,1,5,6,0,0
191931,13,0,0,0,1,2,12,4,33,0,2,0,1,0,4
191931,26,1,0,3,1,2,6,7,20,0,2,0,0,0,5
191931,27,0,0,0,1,2,2,2,2,0,0,0,0,0,0
191931,40,0,0,1,5,3,6,4,6,0,2,0,1,0,1
191931,52,0,1,26,16,70,39,208,115,10,4,19,5,10,4
191968,13,1,0,4,2,8,6,71,123,4,4,0,1,3,4
191968,26,1,0,7,12,13,17,75,122,2,4,3,6,4,13
191968,27,0,0,1,0,0,2,6,10,1,0,0,1,2,1
191968,40,0,0,3,2,4,1,35,23,2,1,2,2,2,0
191968,52,2,0,21,16,42,22,356,106,22,5,16,11,20,13
192004,52,3,13,4,5,15,34,65,137,0,0,0,0,0,3
192165,13,0,0,0,0,0,0,159,0,0,0,0,0,0,0
192192,13,0,1,0,3,2,9,23,115,3,7,0,0,0,0
192192,26,0,2,0,3,1,2,23,39,0,4,1,1,0,0
192192,27,0,0,0,0,0,0,3,1,0,0,0,0,0,0
192192,52,0,1,17,7,9,3,121,90,6,4,8,5,3,0
192271,52,2,13,35,249,30,147,52,633,9,108,15,76,20,109
192323,26,1,2,5,21,6,16,116,255,1,13,2,4,8,14
192323,27,0,0,0,0,1,0,8,21,2,0,0,0,1,0
192323,40,1,0,1,4,5,3,51,19,4,1,1,4,2,2
192323,52,0,0,16,15,24,14,347,191,23,6,12,1,5,9
192448,13,0,0,9,15,17,37,60,153,8,27,1,3,0,2
192448,26,0,4,10,35,11,29,35,60,10,40,9,9,15,44
192448,27,0,0,0,0,0,1,2,6,1,2,3,1,0,0
192448,40,0,1,7,4,1,5,9,7,0,5,0,1,4,7
192448,52,3,1,45,38,71,51,189,114,64,39,77,42,20,16
192703,13,0,0,1,6,9,40,34,138,5,6,1,0,1,1
192703,14,2,1,51,15,173,61,466,165,78,17,15,8,76,28
192703,26,0,0,4,11,13,36,19,45,2,1,1,2,1,10
192703,27,0,0,0,1,3,1,6,10,2,1,1,0,1,0
192703,40,0,0,0,0,3,2,12,8,2,1,0,0,0,0
192703,52,0,0,17,11,96,61,292,149,22,7,35,15,8,10
192749,13,0,0,1,4,1,23,8,33,1,3,0,0,1,0
192749,26,0,0,0,4,4,11,6,14,0,3,3,6,1,1
192749,27,0,0,0,0,0,2,3,2,1,0,0,2,0,0
192749,40,0,0,0,0,3,2,2,0,0,0,0,2,0,0
192749,52,1,0,5,11,25,25,39,42,8,4,25,13,3,1
192819,13,0,0,2,1,2,3,27,54,0,1,0,0,0,1
192819,26,0,0,8,9,12,31,67,173,0,3,4,2,2,9
192819,27,0,0,0,2,2,4,26,43,0,0,3,1,0,3
192819,40,0,0,0,2,3,1,8,11,0,0,0,0,1,0
192819,52,1,0,35,18,59,84,586,717,4,6,32,20,12,19
192864,26,0,0,0,4,3,6,5,16,0,1,0,3,1,5
192864,52,0,1,4,23,12,35,34,101,2,11,6,15,4,7
192925,13,0,0,2,10,0,1,11,58,1,5,0,0,0,1
192925,26,1,0,0,11,1,3,9,36,0,5,0,0,0,2
192925,52,0,3,22,32,2,7,70,70,7,7,0,0,3,2
193016,26,0,2,14,45,26,95,13,24,1,11,0,0,7,8
193016,27,0,0,5,9,7,13,9,12,1,1,0,0,1,2
193016,52,3,1,96,133,202,214,157,108,43,40,17,9,29,26
193070,13,0,0,0,0,0,0,42,0,0,0,1,0,0,0
193292,13,0,0,2,7,15,33,57,156,0,5,0,0,1,2
193292,26,0,0,3,18,14,28,22,35,0,0,0,0,7,5
193292,27,0,0,0,1,0,0,3,2,0,0,0,0,1,0
193292,52,1,2,16,9,44,24,201,80,6,0,4,1,11,13
193308,13,0,0,3,18,3,48,0,2,0,3,0,3,0,1
193308,52,2,4,271,368,267,304,27,24,7,13,120,216,13,15
193353,13,1,1,2,0,5,25,28,138,2,17,0,2,0,1
193353,26,0,3,1,11,6,13,18,45,1,9,0,1,2,0
193353,27,0,0,1,3,3,4,10,28,1,4,0,1,0,0
193353,40,0,0,1,0,0,3,0,3,0,0,0,0,0,0
193353,52,3,0,15,9,28,25,113,57,33,21,1,0,1,3
193399,26,0,0,9,12,16,52,8,16,2,3,1,3,4,9
193399,27,0,0,0,1,0,1,1,3,0,1,0,0,0,1
193399,40,0,0,0,0,1,2,0,1,0,1,0,0,0,0
193399,52,1,0,18,14,52,35,28,20,7,2,5,3,1,1
193584,13,0,0,2,2,5,2,20,56,1,2,0,0,0,1
193584,26,0,1,1,7,3,5,35,86,6,1,2,2,2,5
193584,27,0,0,1,2,0,1,0,12,0,1,1,0,7,1
193584,40,0,0,0,0,0,0,6,6,0,0,0,0,1,0
193584,52,0,0,7,12,10,2,110,72,4,2,4,2,0,4
193645,13,0,0,1,0,0,3,1,1,0,0,0,0,0,0
193645,26,0,0,3,19,11,21,4,3,0,0,0,0,1,3
193645,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0
193645,40,0,0,0,0,3,2,0,1,0,0,0,0,1,0
193645,52,0,0,10,7,24,7,2,0,2,2,0,0,0,0
193654,52,0,0,1,4,1,9,5,27,0,1,15,92,4,10
193900,13,0,1,1,13,12,58,10,90,5,15,18,55,17,69
193900,14,0,0,48,41,134,63,154,70,44,27,133,63,233,130
193900,26,0,2,13,27,31,52,55,89,13,37,28,41,90,114
193900,27,0,0,4,9,12,16,46,24,18,7,133,136,57,46
193900,40,0,0,7,15,26,13,88,37,16,3,27,14,29,32
193900,52,3,2,91,84,292,170,417,206,118,89,521,377,488,365
193973,13,1,1,1,5,2,10,39,196,4,5,61,195,0,5
193973,26,0,2,2,8,4,6,46,109,1,3,3,6,4,6
193973,27,0,0,0,1,1,0,2,2,0,0,1,0,0,0
193973,40,0,0,0,0,1,1,12,10,0,1,0,1,0,0
193973,52,1,1,10,12,21,16,247,236,8,5,49,22,8,11
194091,14,1,0,41,9,63,8,143,9,34,0,48,15,102,12
194091,26,0,0,8,21,20,27,48,70,6,15,13,14,90,98
194091,40,1,0,0,2,0,0,3,2,0,0,1,3,1,1
194091,52,0,0,14,8,20,17,34,25,7,7,102,80,15,6
194161,13,0,0,2,8,3,17,3,17,0,1,0,6,0,4
194161,26,0,1,3,5,0,5,1,2,0,0,0,9,0,0
194161,52,3,0,41,41,57,25,41,40,3,3,23,16,9,3
194310,13,0,1,1,10,1,19,20,124,0,4,0,2,2,4
194310,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194310,26,1,0,12,40,14,36,37,99,1,6,2,18,10,26
194310,27,0,1,2,0,0,1,3,3,0,0,4,3,1,1
194310,40,0,0,0,2,2,1,5,9,0,0,2,1,1,0
194310,52,2,2,65,73,89,118,510,389,29,22,297,223,102,109
194392,26,0,2,1,1,1,0,21,16,1,2,0,0,0,0
194392,52,0,0,6,3,2,3,13,12,1,1,0,0,0,0
194499,52,0,0,50,211,51,218,20,84,0,0,0,0,19,79
194578,13,0,0,0,4,1,7,2,30,0,0,0,3,1,4
194824,14,2,1,97,34,253,96,1199,597,33,20,299,81,228,159
194824,26,0,0,4,5,9,15,55,79,0,2,9,12,8,27
194824,27,0,1,1,4,4,3,45,34,2,0,87,37,17,8
194824,40,0,0,3,2,20,5,154,54,1,2,37,7,16,7
194824,52,1,0,14,3,22,7,95,27,2,2,27,17,19,13
194958,13,0,0,4,11,1,5,39,127,0,0,2,2,2,1
194958,26,0,0,1,5,1,0,20,31,0,0,0,2,2,1
194958,27,0,0,0,1,0,0,2,4,0,0,0,0,0,0
194958,40,0,0,2,0,3,0,14,7,0,0,1,1,1,2
194958,52,1,0,10,16,5,5,58,71,0,0,19,7,1,1
195003,14,1,2,56,19,140,45,1886,545,36,10,144,43,247,76
195003,26,0,0,13,25,17,28,121,212,3,4,10,25,26,43
195003,27,0,0,0,0,12,1,81,31,2,1,7,4,11,4
195003,40,0,0,3,3,24,10,167,61,4,0,9,2,19,7
195003,52,2,4,37,31,42,32,311,157,9,18,86,38,43,40
195030,13,0,0,0,0,0,0,5,8,0,0,0,2,5,4
195030,14,0,0,26,12,43,32,320,166,36,18,218,98,64,37
195030,26,0,1,6,45,35,43,159,280,23,33,41,78,76,98
195030,27,0,0,5,0,4,2,35,23,11,3,79,58,7,7
195030,40,1,0,5,2,8,5,95,52,11,6,53,27,10,12
195030,52,0,0,8,9,15,11,60,36,9,2,68,91,18,25
195128,13,0,0,1,3,4,4,26,40,4,5,0,0,0,1
195128,26,0,0,2,8,3,13,12,53,4,11,0,1,4,11
195128,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195128,40,0,0,0,2,0,0,1,11,0,2,0,0,0,0
195128,52,0,0,15,13,12,13,34,34,2,6,5,0,2,1
195164,13,0,1,1,1,2,3,44,123,2,12,2,1,1,2
195164,26,0,0,1,6,2,5,30,51,4,6,1,0,13,23
195164,27,0,0,2,0,0,0,3,5,0,0,1,0,0,0
195164,40,0,0,0,0,1,0,13,7,1,0,0,0,1,1
195164,52,2,1,17,4,22,10,241,109,17,7,19,1,5,6
195173,13,0,0,1,9,8,18,21,65,4,4,3,5,2,1
195173,26,2,1,14,39,18,37,22,32,2,6,8,14,4,7
195173,27,0,0,0,1,0,0,2,3,0,0,0,0,0,0
195173,40,0,0,2,2,0,1,3,0,0,1,0,1,1,2
195173,52,2,2,38,20,32,27,89,30,6,3,33,27,7,9
195216,26,0,0,2,2,2,4,44,100,1,2,2,9,0,2
195216,27,0,0,1,1,1,1,32,32,0,0,14,9,1,2
195216,40,0,0,2,0,0,1,27,23,0,0,4,0,0,0
195216,52,0,0,2,0,3,0,80,40,0,0,6,3,0,1
195234,13,0,0,4,26,6,6,73,308,3,13,0,1,1,5
195234,26,0,0,9,35,2,4,21,41,1,5,1,4,0,12
195234,27,0,0,0,2,1,1,1,1,1,2,2,0,0,0
195234,40,1,0,0,0,1,0,3,5,0,1,0,0,0,0
195234,52,2,1,40,30,13,18,104,70,6,9,20,8,5,5
195243,13,0,1,0,5,3,25,18,99,0,9,0,2,3,2
195243,26,0,1,3,5,12,12,9,24,5,3,1,7,2,0
195243,27,0,0,0,0,2,1,4,10,2,0,2,0,2,0
195243,52,0,0,24,4,57,15,97,45,14,2,17,4,5,1
195474,13,0,0,0,1,0,0,0,3,0,0,0,0,0,0
195474,26,1,1,7,6,9,27,90,219,1,2,4,5,13,37
195474,27,0,0,0,0,1,2,13,25,0,0,0,1,0,0
195474,40,1,0,5,3,7,7,50,35,1,0,2,2,2,7
195474,52,1,0,20,12,38,26,528,357,3,5,25,14,14,24
195526,13,0,0,0,0,0,1,3,28,0,1,0,0,0,2
195526,26,0,0,2,6,8,10,18,62,1,2,2,3,4,8
195526,27,0,0,0,0,1,2,10,10,1,0,10,8,3,0
195526,40,0,0,1,0,3,6,17,28,1,1,6,3,3,1
195526,52,0,0,6,3,15,5,69,41,5,0,20,21,6,5
195544,13,0,0,0,7,2,27,3,55,2,6,0,0,2,2
195544,26,0,0,3,8,5,8,2,7,2,4,0,0,2,1
195544,27,0,0,2,1,4,4,3,3,3,0,0,0,2,1
195544,40,0,0,1,1,2,1,0,5,0,1,0,0,0,4
195544,52,0,1,17,23,22,14,51,32,5,10,0,0,4,6
195562,13,1,0,2,7,13,51,102,384,27,55,0,0,1,3
195562,26,0,0,1,5,6,25,14,41,6,6,0,0,2,5
195562,27,0,0,3,0,12,6,42,16,5,7,0,0,3,3
195562,40,0,0,0,0,0,1,6,6,0,1,0,0,0,0
195562,52,0,0,16,22,41,52,202,198,46,35,0,0,4,10
195720,13,0,0,0,3,2,2,37,124,0,1,0,0,0,4
195720,26,1,0,2,5,4,5,89,115,1,0,1,0,4,4
195720,27,0,0,0,1,1,1,20,30,0,2,0,0,0,2
195720,40,0,0,3,2,2,7,64,58,0,2,0,0,2,5
195720,52,0,1,11,7,13,8,334,161,3,3,0,1,9,9
195809,13,1,4,4,20,6,39,50,256,6,23,0,9,2,32
195809,26,0,5,72,157,40,111,136,224,21,61,18,32,111,211
195809,27,0,0,0,3,3,4,8,6,2,2,4,2,5,1
195809,40,0,0,13,9,10,5,20,21,4,7,2,6,27,18
195809,52,4,4,165,152,133,106,705,419,81,51,135,131,141,135
196006,14,0,0,1,0,0,0,13,1,0,0,1,0,0,1
196006,26,0,0,4,2,2,1,3,9,0,0,1,0,0,1
196006,52,1,0,89,38,48,25,261,160,0,0,3,3,8,3
196015,14,1,0,0,0,0,0,9,1,1,0,0,0,1,0
196015,52,3,5,43,26,30,14,115,107,3,5,15,4,4,3
196024,52,4,1,51,46,45,35,195,152,13,6,2,10,7,4
196033,13,0,1,0,6,0,7,1,30,0,0,0,0,0,2
196033,26,0,0,1,0,3,1,8,14,13,7,2,2,2,1
196033,52,0,1,32,10,16,9,27,33,1,5,1,0,1,1
196042,26,0,0,13,31,39,94,63,107,0,2,4,5,18,46
196042,27,0,0,2,4,7,3,23,13,0,0,0,0,3,3
196042,52,1,0,56,59,174,148,560,329,5,1,12,8,57,46
196051,14,0,0,0,0,1,0,7,1,0,0,0,0,0,0
196051,52,1,2,91,28,23,5,84,88,5,0,6,1,4,1
196060,13,0,0,3,30,4,33,9,74,3,2,0,1,0,5
196060,14,0,0,15,1,5,0,32,1,2,1,5,0,15,2
196060,26,0,0,47,118,43,62,93,148,12,25,4,15,32,75
196060,27,1,0,12,13,9,7,43,34,5,3,12,10,11,12
196060,40,0,0,8,18,14,18,71,58,3,6,8,2,8,7
196060,52,0,1,32,44,61,49,364,201,10,8,40,31,38,44
196079,14,1,0,37,19,124,30,702,227,21,4,37,6,130,47
196079,26,1,0,28,67,75,129,372,605,10,13,14,17,97,177
196079,27,0,0,10,6,18,14,130,97,2,3,30,39,35,29
196079,40,0,0,7,2,18,12,88,53,1,2,4,6,20,15
196079,52,0,2,26,15,94,68,570,274,19,12,103,95,157,136
196088,14,5,3,172,53,220,60,1799,377,150,42,299,70,514,129
196088,26,4,6,91,175,98,133,573,748,62,74,38,62,220,271
